1663,Rebif,Interferonum beta-1a,roztwór do wstrzykiwań,6 mln j.m./ml,"1 amp.-strzyk. 0,5 ml
12 amp.-strzyk. 0,5 ml
3 amp.-strzyk. 0,5 ml
4 wkłady 1,5 ml
12 wkładów 1,5 ml
1 wstrzykiwacz 0,5 ml
3 wstrzykiwacze 0,5 ml
12 wstrzykiwaczy 0,5 ml","5909990404810
5909990404834
5909990404827
5909990728480
5909990900640","Rpz
Rpz
Rpz
Rpz
Rpz
Rpz
Rpz
Rpz","Merck Serono Europe
Limited",Merck Serono S.p.A.,IT
1664,Rebif,Interferonum beta-1a,roztwór do wstrzykiwań,12 mln j.m./ml,"1 amp.-strzyk. 0,5 ml
3 amp.-strzyk. 0,5 ml
12 amp.-strzyk. 0,5 ml
4 wkłady 1,5 ml
4 wkłady 1,5 ml
1 wstrzykiwacz 0,5 ml
3 wstrzykiwacze 0,5 ml
12 wstrzykiwaczy 0,5 ml","5909990874910
5909990874927
5909990874934
5909990728497
5909990900657","Rpz
Rpz
Rpz
Rpz
Rpz
Rpz
Rpz
Rpz","Merck Serono Europe
Limited",Merck Serono S.p.A.,IT
1665,Rebif,Interferonum beta-1a,roztwór do wstrzykiwań,"2,4 mln
j.m./0,2 ml
+12 mln
j.m./0,5 ml","2 wkłady 1,5 ml
6 amp.-strzyk. 0,2 ml + 6 amp.-
strzyk. 0,5 ml
12 wstrzykiwaczy","5909990728503
5909990568819
5909990900664","Rpz
Rpz
Rpz","Merck Serono Europe
Limited",Merck Serono S.p.A.,IT
1666,ReFacto AF,"Moroctocogum alfa.
Czynnik VIII krzepnięcia
krwi ludzki
rekombinowany","proszek i rozpuszczalnik
do sporządzania roztworu
do wstrzykiwań","250 j.m. (62,5
j.m./ml)","1 fiol. proszku + 1 amp.-strzyk.
rozp.
1 amp.-strzyk.","5909990819317
5909991029067","Rpz
Rpz",Pfizer Ltd.,Wyeth Farma S.A.,ES
1667,ReFacto AF,"Moroctocogum alfa.
Czynnik VIII krzepnięcia
krwi ludzki
rekombinowany","proszek i rozpuszczalnik
do sporządzania roztworu
do wstrzykiwań","500 j.m. (125
j.m./ml)","1 fiol. proszku + 1 amp.-strzyk.
rozp.
1 amp.-strzyk. 500 j.m. + 4 ml.
rozp.","5909990819416
5909990880805","Rpz
Rpz",Pfizer Ltd.,Wyeth Farma S.A.,ES
1668,ReFacto AF,"Moroctocogum alfa.
Czynnik VIII krzepnięcia
krwi ludzki
rekombinowany","proszek i rozpuszczalnik
do sporządzania roztworu
do wstrzykiwań w amp.-
strzyk.","1000 j.m.
(250 j.m./ml)","1 amp.-strzyk. 1000 j.m. + 4 ml.
rozp.
1 fiol. proszku + 1 amp.-strzyk.
rozp.","5909990880843
5909990819515","Rpz
Rpz",Pfizer Ltd.,Wyeth Farma S.A.,ES
1669,ReFacto AF,"Moroctocogum alfa.
Czynnik VIII krzepnięcia
krwi ludzki
rekombinowany","proszek i rozpuszczalnik
do sporządzania roztworu
do wstrzykiwań w amp.-
strzyk.","2000 j.m.
(500 j.m./ml)","1 amp.-strzyk. 2000 j.m. + 4 ml.
rozp.
1 fiol. proszku + 1 amp.-strzyk.
rozp.","5909990880850
5909990010554","Rpz
Rpz",Pfizer Ltd.,Wyeth Farma S.A.,ES
1670,ReFacto AF,"Moroctocogum alfa.
Czynnik VIII krzepnięcia
krwi ludzki
rekombinowany","proszek i rozpuszczalnik
do sporządzania roztworu
do wstrzykiwań w amp.-
strzyk.","3000 j.m.
(750 j.m./ml)","1 amp.-strzyk. 3000 j.m. + 4 ml.
rozp.",5909990880867,Rpz,Pfizer Ltd.,Wyeth Farma S.A.,ES
1671,Rekovelle,Folitropinum delta,roztwór do wstrzykiwań,"12 mcg/0,36
ml",1 wkład + 3 igły,5909991309268,Rpz,"Ferring Pharmaceuticals
A/S",Ferring GmbH,DE
1672,Rekovelle,Folitropinum delta,roztwór do wstrzykiwań,"36 mcg/1,08
ml",1 wkład + 6 igieł,5909991309275,Rpz,"Ferring Pharmaceuticals
A/S",Ferring GmbH,DE
1673,Rekovelle,Folitropinum delta,roztwór do wstrzykiwań,"72 mcg/2,16
ml",1 wkład + 9 igieł,5909991309282,Rpz,"Ferring Pharmaceuticals
A/S",Ferring GmbH,DE
1674,Relistor,"Methylnaltrexoni
bromidum",roztwór do wstrzykiwań,12 mg,"4 amp.-strzyk. 0,6 ml
7 amp.-strzyk. 0,6 ml
8 amp.-strzyk. 0,6 ml
10 amp.-strzyk. 0,6 ml","5909990818549
5909990818556
5909990818563
5909990818570","Rp
Rp
Rp
Rp","TMC Pharma Services
Ltd.","Wyeth Lederle S.r.l
MML Pharma Services","IT
GB"
1675,Relistor,"Methylnaltrexoni
bromidum",roztwór do wstrzykiwań,"12 mg/ 0,6 ml","1 fiol.
2 fiol.
7 fiol.","5909990659906
5909990659937
5909990659944","Rp
Rp
Rp","TMC Pharma Services
Ltd.","MML Pharma Services
Wyeth Lederle S.r.l","GB
IT"
1676,Relistor,"Methylnaltrexoni
bromidum",roztwór do wstrzykiwań,8 mg,"4 amp.-strzyk. 0,4 ml
7 amp.-strzyk. 0,4 ml
8 amp.-strzyk. 0,4 ml
10 amp.-strzyk. 0,4 ml","5909990818488
5909990818495
5909990818501
5909990818532","Rp
Rp
Rp
Rp","TMC Pharma Services
Ltd.","Wyeth Lederle S.r.l
MML Pharma Services","IT
GB"
1677,Relvar Ellipta,"Fluticasoni furoas +
Vilanterolum","proszek do inhalacji,
podzielony","92 mcg + 22
mcg","1 inhalator 14 dawek
1 inhalator 30 dawek
3 inhalatory 30 dawek","5909991087999
5909991088002
5909991088019","Rp
Rp
Rp",Glaxo Group Limited,"Glaxo Operations UK Ltd
(t/a Glaxo Wellcome
Operations)",GB
1678,Relvar Ellipta,"Fluticasoni furoas +
Vilanterolum","proszek do inhalacji,
podzielony","184 mcg + 22
mcg","1 inhalator 14 dawek
1 inhalator 30 dawek
3 inhalatory 30 dawek","5909991088026
5909991088033
5909991088040","Rp
Rp
Rp",Glaxo Group Limited,"Glaxo Operations UK Ltd
(t/a Glaxo Wellcome
Operations)",GB
1679,Remicade,Infliximabum,"proszek do sporządzania
koncentratu do
przygotowania roztworu
do infuzji",100 mg,"1 fiol. proszku
2 fiol. proszku
3 fiol. proszku
4 fiol. proszku
5 fiol. proszku","5909990900114
5909990900121
5909990900138
5909990695577
5909990695584","Rpz
Rpz
Rpz
Rpz
Rpz",Janssen Biologics B.V.,Janssen Biologics B.V.,NL
1680,Removab,Catumaxomabum,"koncentrat do
sporządzania roztworu do
infuzji",10 mcg,1 amp.-strzyk. + kaniula,5909990777761,Rpz,Neovii Biotech GmbH,Neovii Biotech GmbH,DE
1681,Removab,Catumaxomabum,"koncentrat do
sporządzania roztworu do
infuzji",50 mcg,1 amp.-strzyk. + kaniula,5909990777778,Rpz,Neovii Biotech GmbH,Neovii Biotech GmbH,DE
1682,Remsima,Infliximabum,"proszek do sporządzania
koncentratu roztworu do
infuzji",100 mg,1 fiol. proszku,5909991086305,Rpz,"Celltrion Healthcare
Hungary Kft.","Biotec Services
International Ltd.",GB
1683,Renagel,Sevelamerum,tabletki powlekane,400 mg,"360 tabl.
720 tabl.
1080 tabl.",5909990971312,"Rp
Rp
Rp",Genzyme Europe B.V,"Genzyme Ltd.
Genzyme Ireland Limited","GB
IE"
1684,Renagel,Sevelamerum,tabletki powlekane,800 mg,"100 tabl.
180 tabl.
180 tabl.
180 tabl.
360 tabl.
540 tabl.","5909990991761
5909990971411
5909990991730
5909990991778
5909990991747
5909990991754","Rp
Rp
Rp
Rp
Rp
Rp",Genzyme Europe B.V.,"Genzyme Ltd.
Genzyme Ireland Limited","GB
IE"
1685,Renvela,Sevelamerum,"proszek do sporządzania
zawiesiny doustnej","1,6 g","60 sasz. 1,6 g
90 sasz. 1,6 g","5909990771455
5909990771462","Rp
Rp",Genzyme Europe B.V.,"Genzyme Ltd.
Genzyme Ireland Limited","GB
IE"
1686,Renvela,Sevelamerum,"proszek do sporządzania
zawiesiny doustnej","2,4 g","60 sasz. 2,4 g
90 sasz. 2,4 g","5909990771479
5909990771486","Rp
Rp",Genzyme Europe B.V.,"Genzyme Ltd.
Genzyme Ireland Limited","GB
IE"
1687,Renvela,Sevelamerum,tabletki powlekane,800 mg,"30 tabl.
180 tabl.
180 tabl.","5909990771424
5909990771431
5909990771448","Rp
Rp
Rp",Genzyme Europe B.V.,"Genzyme Ltd.
Genzyme Ireland Limited","GB
IE"
1688,Repaglinide Accord,Repaglinidum,tabletki,"0,5 mg","30 tabl.
90 tabl.
100 tabl.
120 tabl.
270 tabl.","5909990950980
5909990950997
5909990951031
5909990951000
5909990951024","Rp
Rp
Rp
Rp
Rp",Astron Healthcare Limited,"Astron Healthcare
Limited",GB
1689,Repaglinide Accord,Repaglinidum,tabletki,1 mg,"30 tabl.
90 tabl.
100 tabl.
120 tabl.
270 tabl.","5909990951048
5909990951055
5909990951086
5909990951062
5909990951079","Rp
Rp
Rp
Rp
Rp",Astron Healthcare Limited,"Astron Healthcare
Limited",GB
1690,Repaglinide Accord,Repaglinidum,tabletki,2 mg,"30 tabl.
90 tabl.
100 tabl.
120 tabl.
270 tabl.","5909990951093
5909990951109
5909990951161
5909990951147
5909990951154","Rp
Rp
Rp
Rp
Rp",Astron Healthcare Limited,"Astron Healthcare
Limited",GB
1691,Repaglinide Krka,Repaglinidum,tabletki,"0,5 mg","30 tabl.
60 tabl.
90 tabl.
120 tabl.
270 tabl.
360 tabl.",,"Rp
Rp
Rp
Rp
Rp
Rp","Krka, d.d., Novo mesto","Krka, d.d., Novo mesto
Tad Pharma GmbH","SI
DE"
1692,Repaglinide Krka,Repaglinidum,tabletki,1 mg,"30 tabl.
60 tabl.
90 tabl.
120 tabl.
270 tabl.
360 tabl.",,"Rp
Rp
Rp
Rp
Rp
Rp","Krka, d.d., Novo mesto","Krka, d.d., Novo mesto
Tad Pharma GmbH","SI
DE"
1693,Repaglinide Krka,Repaglinidum,tabletki,2 mg,"30 tabl.
60 tabl.
90 tabl.
120 tabl.
270 tabl.
360 tabl.",,"Rp
Rp
Rp
Rp
Rp
Rp","Krka, d.d., Novo mesto","Krka, d.d., Novo mesto
Tad Pharma GmbH","SI
DE"
1694,Repaglinide Teva,Repaglinidum,tabletki,"0,5 mg","30 tabl.
90 tabl.
120 tabl.
270 tabl.
360 tabl.","5909990707164
5909990707171
5909990707188
5909990707195
5909990707201","Rp
Rp
Rp
Rp
Rp",Teva Pharma B.V.,"Teva Pharmaceutical
Works Private Limited
Company
TEVA Pharmaceutical
Works Private Limited
Company
Teva Pharma S.L.U.
Teva UK Ltd.
Pharmachemie B.V.
Teva Sante SA
Merckle GmbH","HU
HU
ES
GB
NL
FR
DE"
1695,Repaglinide Teva,Repaglinidum,tabletki,1 mg,"30 tabl.
90 tabl.
120 tabl.
270 tabl.
360 tabl.","5909990707225
5909990707232
5909990707249
5909990707256
5909990707263","Rp
Rp
Rp
Rp
Rp",Teva Pharma B.V.,"TEVA Pharmaceutical
Works Private Limited
Company
Teva Pharmaceutical
Works Private Limited
Company
Teva Pharma S.L.U.
Teva UK Ltd.
Teva Sante SA
Pharmachemie B.V.
Merckle GmbH","HU
HU
ES
GB
FR
NL
DE"
1696,Repaglinide Teva,Repaglinidum,tabletki,2 mg,"30 tabl.
90 tabl.
120 tabl.
270 tabl.
360 tabl.","5909990707270
5909990707287
5909990707294
5909990707300
5909990707317","Rp
Rp
Rp
Rp
Rp",Teva Pharma B.V.,"TEVA Pharmaceutical
Works Private Limited
Company
Teva Pharmaceutical
Works Private Limited
Company
Teva Pharma S.L.U.
Teva UK Ltd.
Pharmachemie B.V.
Teva Sante SA
Merckle GmbH","HU
HU
ES
GB
NL
FR
DE"
1697,Repatha,Evolocumabum,roztwór do wstrzykiwań,140 mg,"1 amp.-strzyk. 1 ml
1 wstrzykiwacz SureClick 1 ml
2 wstrzykiwacze SureClick 1 ml
3 wstrzykiwacze SureClick 1 ml
6 wstrzykiwaczy SureClick 1 ml","5909991224356
5909991224363
5909991224370
5909991224387
5909991224394","Rpz
Rpz
Rpz
Rpz
Rpz",Amgen Europe B.V.,"Amgen Technology
Ireland (ADL)",IE
1698,Replagal,Agalsidasum,"koncentrat do
sporządzania roztworu do
infuzji",1 mg/ml,"1 fiol. 3,5 ml
1 fiol. 1 ml
4 fiol. 3,5 ml
4 fiol. 1 ml
10 fiol. 3,5 ml
10 fiol. 1 ml","5909990999514
5909990053773
5909990999521
5909990053780
5909990999538
5909990053797","Rp
Rp
Rp
Rp
Rp
Rp","Shire Human Genetic
Therapies AB","Shire Human Genetic
Therapies AB,",SE
1699,Repso,Leflunomidum,tabletki powlekane,10 mg,"28 tabl.
30 tabl.
30 tabl.
100 tabl.
100 tabl.","5909990864591
5909990864607
5909990864645
5909990864652
5909990864669","Rpz
Rpz
Rpz
Rpz
Rpz",Teva Pharma B.V.,"Teva Pharmaceutical
Works Private Limited
Company
Pharmachemie B.V.
Teva UK Ltd.
Teva Sante SA","HU
NL
GB
FR"
1700,Repso,Leflunomidum,tabletki powlekane,20 mg,"28 tabl.
30 tabl.
30 tabl.
100 tabl.
100 tabl.","5909990864676
5909990864690
5909990864683
5909990864706
5909990864744","Rpz
Rpz
Rpz
Rpz
Rpz",Teva Pharma B.V.,"Teva Pharmaceutical
Works Private Limited
Company
Pharmachemie B.V.
Teva UK Ltd.
Teva Sante SA","HU
NL
GB
FR"
1701,Resolor,Prucalopridi succinas,tabletki powlekane,1 mg,"1 tabl.
7 tabl.
14 tabl.
84 tabl.","5909991108557
5909991108564
5909991108571
5909991108588","Rp
Rp
Rp
Rp","Shire Pharmaceuticals
Ireland Ltd.","Sanico N.V.
Janssen Cilag S.p.A","BE
IT"
1702,Resolor,Prucalopridi succinas,tabletki powlekane,2 mg,"1 tabl.
7 tabl.
14 tabl.
84 tabl.","5909991108595
5909991108601
5909991108632
5909991108649","Rp
Rp
Rp
Rp","Shire Pharmaceuticals
Ireland Ltd.","Sanico N.V.
Janssen Cilag S.p.A","BE
IT"
1703,Respreeza,"Inhibitor alfa-1
proteinazy, ludzki","proszek i rozpuszczalnik
do sporządzania roztworu
do infuzji",1000 mg,"1 fiol. proszku + 1 fiol. rozp. +
zestaw do transferu",5909991245702,Rpz,CSL Behring GmbH,CSL Behring GmbH,DE
1704,Retacrit,Epoetinum zeta,roztwór do wstrzykiwań,3333 IU/ml,"1 amp.-strzyk. 0,3 ml
1 amp.-strzyk. 0,6 ml
1 amp.-strzyk. 0,9 ml
6 amp.-strzyk. 0,3 ml
6 amp.-strzyk. 0,6 ml
6 amp.-strzyk. 0,9 ml","5909990671632
5909990671656
5909990671670
5909990671649
5909990671663
5909990671687","Rpz
Rpz
Rpz
Rpz
Rpz
Rpz",Hospira Enterprises B.V.,"STADA Arzneimittel AG
Hospira Enterprises B.V.","DE
NL"
1705,Retacrit,Epoetinum zeta,roztwór do wstrzykiwań,10000 IU/ml,"1 amp.-strzyk. 0,4 ml
1 amp.-strzyk. 0,5 ml
1 amp.-strzyk. 0,6 ml
1 amp.-strzyk. 0,8 ml
1 amp.-strzyk. 1 ml
6 amp.-strzyk. 1 ml
6 amp.-strzyk. 0,4 ml
6 amp.-strzyk. 0,5 ml
6 amp.-strzyk. 0,6 ml
6 amp.-strzyk. 0,8 ml","5909990671694
5909990671724
5909990671748
5909990671762
5909990671786
5909990671793
5909990671700
5909990671731
5909990671755
5909990671779","Rpz
Rpz
Rpz
Rpz
Rpz
Rpz
Rpz
Rpz
Rpz
Rpz",Hospira Enterprises B.V.,"STADA Arzneimittel AG
Hospira Enterprises B.V.","DE
NL"
1706,Retacrit,Epoetinum zeta,roztwór do wstrzykiwań,40000 IU/ml,"1 amp.-strzyk. 0,5 ml
1 amp.-strzyk. 0,75 ml
1 amp.-strzyk. 1 ml
4 amp.-strzyk. 0,5 ml
4 amp.-strzyk. 0,75 ml
4 amp.-strzyk. 1 ml
6 amp.-strzyk. 0,5 ml
6 amp.-strzyk. 0,75 ml
6 amp.-strzyk. 1 ml","5909990671809
5909990671830
5909990671847
5909990671854
5909990671878
5909990671892
5909990671861
5909990671885
5909990671908","Rpz
Rpz
Rpz
Rpz
Rpz
Rpz
Rpz
Rpz
Rpz",Hospira Enterprises B.V.,"STADA Arzneimittel AG
Hospira Enterprises B.V.","DE
NL"
1707,Revatio,Sildenafilum,"proszek do sporządzania
zawiesiny doustnej",10 mg/ml,1 butelka 112 ml,5909990967780,Rpz,Pfizer Ltd.,FAREVA AMBOISE,FR
1708,Revatio,Sildenafilum,roztwór do wstrzykiwań,"0,8 mg/ml",1 fiol. 20 ml,5909990853458,Rpz,Pfizer Ltd.,FAREVA AMBOISE,FR
1709,Revatio,Sildenafilum,tabletki powlekane,20 mg,90 tabl.,5909990423040,Rpz,Pfizer Ltd.,FAREVA AMBOISE,FR
1710,Revestive,Teduglutidum,"proszek i rozpuszczalnik
do sporządzania roztworu
do wstrzykiwań",5 mg,"28 fiol. proszku + 28 amp.-
strzyk. rozp. + 6 tłoków",5909991256395,Rpz,"NPS Pharma Holdings
Limited","Nycomed Danmark ApS
Almac Pharma Services","DK
GB"
1711,Revinty Ellipta,"Fluticasoni furoas +
Vilanterolum","proszek do inhalacji,
podzielony","92 mcg + 22
mcg","1 inhalator 14 dawek
1  inhalator 30 dawek
3 inhalatory 30 dawek",,"Rp
Rp
Rp",Glaxo Group Limited,"Glaxo Operations UK Ltd
(t/a Glaxo Wellcome
Operations)",GB
1712,Revinty Ellipta,"Fluticasoni furoas +
Vilanterolum","proszek do inhalacji,
podzielony","184 mcg + 22
mcg","1 inhalator 14 dawek
1 inhalator 30 dawek
3 inhalatory 30 dawek",,"Rp
Rp
Rp",Glaxo Group Limited,"Glaxo Operations UK Ltd
(t/a Glaxo Wellcome
Operations)",GB
1713,Revlimid,Lenalidomidum,kapsułki twarde,"2,5 mg","7 kaps.
21 kaps.","5909991185633
5909991185626","Rpz
Rpz",Celgene Europe Limited,"Penn Pharmaceutical
Services Ltd
Celgene Europe Limited","GB
GB"
1714,Revlimid,Lenalidomidum,kapsułki twarde,5 mg,"7 kaps.
21 kaps.",5909990086696,"Rpz
Rpz",Celgene Europe Limited,"Penn Pharmaceutical
Services Ltd
Celgene Europe Limited","GB
GB"
1715,Revlimid,Lenalidomidum,kapsułki twarde,"7,5 mg",21 kaps.,5909991185640,Rpz,Celgene Europe Limited,"Penn Pharmaceutical
Services Ltd
Celgene Europe Limited","GB
GB"
1716,Revlimid,Lenalidomidum,kapsułki twarde,10 mg,21 kaps.,5909990086702,Rpz,Celgene Europe Limited,"Penn Pharmaceutical
Services Ltd
Celgene Europe Limited","GB
GB"
1717,Revlimid,Lenalidomidum,kapsułki twarde,15 mg,21 kaps.,5909990086764,Rpz,Celgene Europe Limited,"Penn Pharmaceutical
Services Ltd
Celgene Europe Limited","GB
GB"
1718,Revlimid,Lenalidomidum,kapsułki twarde,20 mg,21 kaps.,,Rpz,Celgene Europe Limited,"Penn Pharmaceutical
Services Ltd
Celgene Europe Limited","GB
GB"
1719,Revlimid,Lenalidomidum,kapsułki twarde,25 mg,21 kaps.,5909990086771,Rpz,Celgene Europe Limited,"Penn Pharmaceutical
Services Ltd
Celgene Europe Limited","GB
GB"
1720,Revolade,Eltrombopagum,"proszek do sporządzania
zawiesiny doustnej",25 mg,"30 sasz. 25 mg + zestaw do
sporządzania i podania",5909991273972,Rpz,"Novartis Europharm
Limited","Glaxo Operations UK Ltd
(t/a Glaxo Wellcome
Operations)",GB
1721,Revolade,Eltrombopagum,tabletki powlekane,"12,5 mg","14 tabl.
28 tabl.
84 tabl.","5909991273941
5909991273958
5909991273965","Rpz
Rpz
Rpz","Novartis Europharm
Limited","Glaxo Operations UK Ltd
(t/a Glaxo Wellcome
Operations)",GB
1722,Revolade,Eltrombopagum,tabletki powlekane,25 mg,"14 tabl.
28 tabl.
84 tabl.","5909990748198
5909990748204
5909990748211","Rpz
Rpz
Rpz","GlaxoSmithKline Trading
Services Limited","Glaxo Operations UK Ltd
(t/a Glaxo Wellcome
Operations)
Glaxo Wellcome S.A.","GB
ES"
1723,Revolade,Eltrombopagum,tabletki powlekane,50 mg,"14 tabl.
28 tabl.
84 tabl.","5909990748228
5909990748235
5909990748242","Rpz
Rpz
Rpz","GlaxoSmithKline Trading
Services Limited","Glaxo Operations UK Ltd
(t/a Glaxo Wellcome
Operations)
Glaxo Wellcome S.A.","GB
ES"
1724,Revolade,Eltrombopagum,tabletki powlekane,75 mg,"14 tabl.
84 tabl.
28 tabl.","5909991078850
5909991078874
5909991078867","Rpz
Rpz
Rpz","GlaxoSmithKline Trading
Services Limited","Glaxo Operations UK Ltd
(t/a Glaxo Wellcome
Operations)
Glaxo Wellcome S.A.","GB
ES"
1725,Reyataz,Atazanaviri sulfas,kapsułki twarde,100 mg,"60 kaps. w butelce
60 kaps. w blistrach","5909990002122
5909990002139","Rpz
Rpz","Bristol-Myers Squibb
Pharma EEIG","Bristol Myers Squibb
S.r.l.",IT
1726,Reyataz,Atazanaviri sulfas,kapsułki twarde,150 mg,"60 kaps. w blistrach
60 kaps. w butelce","5909990002153
5909990002146","Rpz
Rpz","Bristol-Myers Squibb
Pharma EEIG","Bristol Myers Squibb
S.r.l.",IT
1727,Reyataz,Atazanaviri sulfas,kapsułki twarde,200 mg,"60 kaps. w butelce
60 kaps. w blistrach","5909990002160
5909990002177","Rpz
Rpz","Bristol-Myers Squibb
Pharma EEIG","Bristol-Myers Squibb
S.r.l.",IT
1728,Reyataz,Atazanaviri sulfas,kapsułki twarde,300 mg,"30 kaps. w blistrze
30 kaps. w butelce
30 kaps. w blistrach (5 x 6)","5909990645053
5909990645046","Rpz
Rpz
Rpz","Bristol-Myers Squibb
Pharma EEIG","Bristol Myers Squibb
S.r.l.",IT
1729,Rezolsta,"Darunavirum +
Cobicistatum",tabletki powlekane,"800 mg + 150
mg",30 tabl.,5909991202453,Rpz,"Janssen-Cilag
International N.V.",Janssen-Cilag S.p.A.,IT
1730,Ribavirin Mylan,Ribavirinum,kapsułki twarde,200 mg,"56 kaps. w blistrze
56 kaps. w blistrze
perforowanym
84 kaps. w blistrze
perforowanym
84 kaps. w butelce
112 kaps. w blistrze
perforowanym
112 kaps. w butelce
140 kaps. w blistrze
perforowanym
140 kaps. w butelce
168 kaps. w blistrze
168 kaps. w blistrze
perforowanym
168 kaps. w butelce",,"Rpz
Rpz
Rpz
Rpz
Rpz
Rpz
Rpz
Rpz
Rpz
Rpz
Rpz",Generics [UK] Ltd.,"Penn Pharmaceutical
Services Ltd",GB
1731,Ribavirin Teva,Ribavirinum,kapsułki twarde,200 mg,"84 kaps.
112 kaps.
140 kaps.
168 kaps.","5909990702565
5909990702572
5909990702589
5909990702596","Rpz
Rpz
Rpz
Rpz",Teva Pharma B.V.,"Teva Pharmaceutical
Works Private Limited
Company
Teva UK Ltd.
Pharmachemie B.V.
Teva Sante SA
Teva Pharma S.L.U.","HU
GB
NL
FR
ES"
1732,"Ribavirin Teva
Pharma BV",Ribavirinum,tabletki powlekane,200 mg,"14 tabl.
28 tabl.
42 tabl.
56 tabl.
84 tabl.
112 tabl.
140 tabl.
168 tabl.","5909990747658
5909990747665
5909990747672
5909990747689
5909990747696
5909990747702
5909990747733
5909990747740","Rpz
Rpz
Rpz
Rpz
Rpz
Rpz
Rpz
Rpz",Teva Pharma B.V.,"Teva Pharmaceutical
Works Private Limited
Company
Teva UK Ltd.
Pharmachemie B.V.
Teva Sante SA
Teva Pharma S.L.U.","HU
GB
NL
FR
ES"
1733,"Ribavirin Teva
Pharma BV",Ribavirinum,tabletki powlekane,400 mg,"14 tabl.
28 tabl.
42 tabl.
56 tabl.
84 tabl.
112 tabl.
140 tabl.
168 tabl.","5909990747757
5909990747764
5909990747771
5909990747788
5909990747795
5909990747801
5909990747832
5909990747849","Rpz
Rpz
Rpz
Rpz
Rpz
Rpz
Rpz
Rpz",Teva Pharma B.V.,"Teva Pharmaceutical
Works Private Limited
Company
Teva UK Ltd.
Pharmachemie B.V.
Teva Sante SA
Teva Pharma S.L.U.","HU
GB
NL
FR
ES"
1734,Rilutek,Riluzolum,tabletki powlekane,50 mg,56 tabl.,5909990760619,Rpz,Aventis Pharma S.A.,Sanofi Winthrop Industrie,FR
1735,Riluzole Zentiva,Riluzolum,tabletki powlekane,50 mg,56 tabl.,5909991033880,Rpz,Aventis Pharma S.A.,"Sanofi Winthrop Industrie
Winthrop Arzneimittel
GmbH","FR
DE"
1736,Ristaben,Sitagliptinum,tabletki powlekane,25 mg,"14 tabl.
28 tabl.
30 tabl.
50 tabl.
56 tabl.
84 tabl.
90 tabl.
98 tabl.","5901549324600
5901549324617
5901549324655
5901549324624
5901549324631
5901549324648","Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp","Merck Sharp & Dohme
Ltd.","Merck Sharp & Dohme
(Italia) S.p.A.
Merck Sharp & Dohme
Ltd.
Merck Sharp & Dohme
B.V.","IT
GB
NL"
1737,Ristaben,Sitagliptinum,tabletki powlekane,50 mg,"14 tabl.
28 tabl.
30 tabl.
50 tabl.
56 tabl.
84 tabl.
90 tabl.
98 tabl.","5901549324662
5901549324679
5901549324716
5901549324686
5901549324693
5901549324709","Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp","Merck Sharp & Dohme
Ltd.","Merck Sharp & Dohme
(Italia) S.p.A.
Merck Sharp & Dohme
Ltd.
Merck Sharp & Dohme
B.V.","IT
GB
NL"
1738,Ristaben,Sitagliptinum,tabletki powlekane,100 mg,"14 tabl.
28 tabl.
30 tabl.
56 tabl.
84 tabl.
90 tabl.
98 tabl.
50 tabl.","5901549324723
5901549324730
5901549324747
5901549324754
5901549324761
5901549324778","Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp","Merck Sharp & Dohme
Ltd.","Merck Sharp & Dohme
(Italia) S.p.A.
Merck Sharp & Dohme
Ltd.
Merck Sharp & Dohme
B.V.","IT
GB
NL"
1739,Ristempa,Pegfilgrastimum,roztwór do wstrzykiwań,6 mg,"1 amp.-strzyk. 0,6 ml
1 amp.-strzyk. 0,6 ml (blister)
1 amp.-strzyk. 0,6 ml z
zabezpieczeniem igły","5909991284459
5909991284442
5909991284466","Rpz
Rpz
Rpz",Amgen Europe B.V.,"Amgen Europe B.V.
Amgen Technology
Ireland (ADL)","NL
IE"
1740,Ristfor,"Sitagliptinum +
Metformini
hydrochloridum",tabletki powlekane,"50 mg + 850
mg","14 tabl.
28 tabl.
50 tabl.
56 tabl.
60 tabl.
112 tabl.
168 tabl.
168 tabl. (2 x 84)
180 tabl.
196 tabl.
196 tabl. (2 x 98)","5901549324426
5901549324433
5901549324488
5901549324440
5901549324457
5901549324464
5901549324501
5901549324471
5901549324495","Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp","Merck Sharp & Dohme
Ltd.","Merck Sharp & Dohme
B.V.",NL
1741,Ristfor,"Sitagliptinum +
Metformini
hydrochloridum",tabletki powlekane,"50 mg + 1000
mg","14 tabl.
28 tabl.
50 tabl.
56 tabl.
60 tabl.
112 tabl.
168 tabl.
168 tabl. (2 x 84)
180 tabl.
196 tabl.
196 tabl. (2 x 98)","5901549324518
5901549324525
5901549324570
5901549324532
5901549324549
5901549324556
5901549324594
5901549324563
5901549324587","Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp","Merck Sharp & Dohme
Ltd.","Merck Sharp & Dohme
B.V.",NL
